cell_id,Roads:number_intersections,Roads:diversity,Roads:total,Buildings:diversity,Buildings:total,LandUse:Mix,TrafficPoints:crossing,poisAreas:area_park,poisAreas:area_pitch,pois:diversity,pois:total,ThirdPlaces:oa_count,ThirdPlaces:edt_count,ThirdPlaces:out_count,ThirdPlaces:cv_count,ThirdPlaces:diversity,ThirdPlaces:total,vertical_density,buildings_age,buildings_age:diversity,most_present_age
3420_0_1_2_1,0.54199038,1.227396777,0.971066097,1.33217904,0.037638221,2.10E-09,0.007527644,0,1.14E-08,1.668581,0.255939902,0.022582932,0,0.150552883,0,0.002914797,0.173135816,3.248434238,39.74634656,1.468669474,age_over_60
3420_0_1_2_2,3.500354535,1.133024809,5.276878558,1.272653085,1.528111765,1.49E-09,0.037638221,1.30E-08,2.10E-09,4.412182622,0.459186294,0.007527644,0.120442307,0.105387018,0.060221153,0.008673226,0.293578122,3.818693694,48.85247748,1.099132585,age_over_60
3420_0_1_2_3_1,3.824043234,1.138351012,5.9317836,0.035210991,5.269350914,1.92E-09,0.301105766,0,1.76E-09,2.826529111,0.54199038,0,0.210774037,0.030110577,0.18066346,0.027045481,0.421548073,3.883333333,55.38571429,1.192277179,age_over_60
3420_0_1_2_3_2,5.0284663,1.102745553,7.828749929,0.562335145,0.120442307,2.02E-09,0.782874993,2.08E-08,0,3.796708904,0.72265384,0,0.150552883,0.09033173,0.120442307,0.032445842,0.36132692,3.78280543,59.93325792,1.363677409,age_over_60
3420_0_1_2_3_3,2.860504782,1.165363965,4.667139381,0.342150748,1.234533643,2.17E-09,0.301105766,4.80E-08,1.06E-08,3.141857841,0.752764416,0.060221153,0.18066346,0.210774037,0.060221153,0.037231038,0.511879803,3.888888889,55.00694444,1.056293203,age_over_60
3420_0_1_2_3_0,2.709951898,1.41405354,4.606918227,0.449328306,1.806634599,2.06E-09,0.331216343,3.41E-07,3.13E-09,3.656192292,0.63232211,0.030110577,0.150552883,0.210774037,0.150552883,0.037321962,0.54199038,3.877470356,50.68577075,1.042957104,age_over_60
3420_0_1_2_0,1.550694697,1.436409292,2.491650218,1.29684413,0.150552883,2.02E-09,0.030110577,1.14E-07,1.32E-08,2.877807197,0.414020429,0.022582932,0.022582932,0.248412257,0.037638221,0.006241226,0.331216343,3.239837398,44.38109756,1.413484627,age_over_60
3420_0_1_3_1,1.528111765,1.484119383,2.446484353,1.732867951,0.060221153,2.19E-09,0.030110577,7.01E-07,4.36E-09,2.7414792,0.278522834,0,0.007527644,0.112914662,0.030110577,0.005174772,0.150552883,3.055555556,55.69074074,1.387030816,age_over_60
3420_0_1_3_2_1,0.662432686,0.845113257,1.204423066,0,0,2.27E-09,0,1.08E-06,0,1.676234939,0.210774037,0,0,0.09033173,0,0,0.09033173,1,58,0,age_over_60
3420_0_1_3_2_2,1.625971139,1.383178303,2.980947088,1.098612289,0.09033173,2.25E-09,0.18066346,8.80E-07,4.70E-08,2.549943515,0.572100956,0.060221153,0,0.210774037,0.030110577,0.024143219,0.301105766,3.760416667,57.40625,0.783529858,age_over_60
3420_0_1_3_2_3,2.469067285,1.27766129,4.155259578,0,0,2.20E-09,0,1.00E-06,0,2.484056404,0.63232211,0.060221153,0,0.060221153,0,0.020871061,0.120442307,2.567567568,59.59459459,0.546456422,age_over_60
3420_0_1_3_2_0,0.873206723,1.227366956,1.535639409,0,0.120442307,2.27E-09,0,8.98E-07,1.58E-09,2.708050201,0.240884613,0,0,0.09033173,0,0,0.09033173,3.137254902,62.2745098,1.146526539,age_over_60
3420_0_1_3_3_1,2.198072095,1.111708613,3.583158621,0,0.060221153,2.44E-09,0.18066346,2.89E-07,4.94E-08,2.545186606,0.54199038,0.150552883,0.030110577,0.27099519,0.09033173,0.034976185,0.54199038,3.556962025,59.60443038,1.139108704,age_over_60
3420_0_1_3_3_2,4.426254767,1.31489236,7.527644162,1.667461933,0.240884613,2.46E-09,0.331216343,2.06E-07,3.27E-09,4.439609275,1.053870183,0.09033173,0.150552883,0.150552883,0.27099519,0.039469076,0.662432686,3.333333333,62.94224422,1.136162046,age_over_60
3420_0_1_3_3_3_1,18.90944214,1.415554718,30.83323049,1.609437912,0.602211533,1.34E-09,0.36132692,5.97E-08,0,2.80587743,2.167961519,0.240884613,0.240884613,0.843096146,0,0.109305644,1.324865373,3.634146341,66.92276423,1.317252333,age_over_60
3420_0_1_3_3_3_2,10.47848067,1.414838744,17.94590368,2.304619385,1.686192292,1.21E-09,0.481769226,9.45E-10,0,3.667287742,2.408846132,0.72265384,0.602211533,0.120442307,0.602211533,0.151046632,2.047519212,3.743243243,77.98648649,1.261486285,age_40_50
3420_0_1_3_3_0,8.852509535,1.350958823,14.6939614,1.039720771,0.120442307,1.68E-09,0.572100956,1.24E-07,9.71E-09,3.727464095,3.131499972,0.030110577,0.150552883,1.144201913,0.18066346,0.023230388,1.505528832,3.348214286,63.74330357,1.263228189,age_40_50
3420_0_1_3_0_1,5.269350914,1.335840378,8.039523965,0.721463687,0.36132692,2.27E-09,0.060221153,0,1.90E-09,3.065046992,0.421548073,0.060221153,0.09033173,0.060221153,0.120442307,0.040411802,0.331216343,3.764044944,56.54634831,1.095859543,age_40_50
3420_0_1_3_0_2,6.082336483,1.1867872,9.213836455,1.098612289,0.09033173,2.39E-09,0.63232211,5.38E-08,2.73E-09,3.471264935,0.692543263,0.030110577,0.27099519,0.09033173,0.18066346,0.035059687,0.572100956,3.602564103,56.62019231,1.173266662,age_40_50
3420_0_1_3_0_3,5.901673023,1.355282756,9.725716258,1.893788232,0.331216343,2.09E-09,0.18066346,6.66E-08,8.79E-09,4.179692569,1.083980759,0.060221153,0.060221153,0.27099519,0.240884613,0.035490088,0.63232211,3.540322581,55.13104839,1.193760677,age_40_50
3420_0_1_3_0_0,4.095038424,1.178585792,6.624326863,0.836988217,0.36132692,2.29E-09,0.030110577,8.02E-08,1.76E-09,3.766785995,0.843096146,0.120442307,0.210774037,0.18066346,0.210774037,0.041069341,0.72265384,3.866396761,50.56072874,1.132582758,age_40_50
3420_0_1_0_1,1.633498783,1.451910442,2.740062475,0.562335145,0.030110577,2.26E-10,0,1.60E-08,1.64E-08,2.823355652,0.240884613,0.015055288,0,0.150552883,0.022582932,0.00478009,0.188191104,3.024955437,36.89037433,1.928391988,age_over_60
3420_0_1_0_2,1.159257201,1.365664597,1.949659838,1.310783678,0.067748797,1.42E-09,0,8.45E-08,1.16E-08,2.939409216,0.225829325,0.007527644,0.022582932,0.097859374,0.052693509,0.008158631,0.18066346,3.134932534,49.75487256,1.677476133,age_over_60
3420_0_1_0_3_1,1.866855752,1.342391914,3.402495161,0.693147181,0.060221153,8.30E-10,0.27099519,8.27E-08,2.26E-08,1.967733913,0.752764416,0,0,0.572100956,0.09033173,0.011993257,0.662432686,2.895705521,57.60429448,1.573023266,age_over_60
3420_0_1_0_3_2,6.624326863,1.258865194,9.816047988,0.693147181,0.060221153,1.42E-09,0.27099519,2.11E-07,1.25E-09,3.997689089,1.625971139,0.060221153,0.36132692,0.120442307,0.331216343,0.035846516,0.873206723,3.386178862,58.54065041,1.482411755,age_over_60
3420_0_1_0_3_3,3.793932658,1.303348022,6.142557636,1.039720771,0.120442307,2.10E-09,0.572100956,1.63E-09,3.34E-09,3.480399876,0.662432686,0.120442307,0.240884613,0.09033173,0.150552883,0.039732275,0.602211533,3.819444444,53.38541667,1.180242614,age_over_60
3420_0_1_0_3_0,6.835100899,1.177489761,10.71936529,0,0,6.59E-10,0.09033173,1.10E-08,4.39E-09,3.47778969,0.602211533,0.060221153,0.060221153,0.18066346,0.18066346,0.037803297,0.481769226,3.291139241,55.5198915,1.228893544,age_over_60
3420_0_1_0_0_1,1.385086526,1.123560147,2.529288439,0,0,1.86E-11,0,0,0,0,0.120442307,0,0,0,0,0,0,3.155555556,25.92962963,1.441677257,age_40_50
3420_0_1_0_0_2,3.011057665,1.353793653,5.148908607,0.693147181,0.060221153,3.78E-10,0,0,0,1.386294361,0.120442307,0,0.060221153,0,0.030110577,0.019165809,0.09033173,3.230769231,51.35192308,1.703660633,age_over_60
3420_0_1_0_0_3,1.716302869,1.069419075,2.980947088,0,0,1.11E-09,0.030110577,7.49E-10,3.83E-09,0.636514168,0.120442307,0,0.030110577,0.09033173,0,0.016932235,0.120442307,3.292982456,50.83245614,1.437946734,age_over_60
3420_0_1_0_0_0,1.505528832,1.045262869,2.529288439,0.693147181,0.060221153,3.67E-10,0,0,1.93E-08,2.554576811,0.421548073,0.060221153,0.030110577,0.18066346,0.060221153,0.035184763,0.331216343,2.841463415,51.46341463,1.670903273,age_over_60
3420_0_2_1_1_1,4.516586497,1.024011689,7.166317243,0,0,2.12E-09,0.060221153,0,2.49E-09,2.5674035,0.81298557,0.060221153,0.240884613,0.09033173,0.030110577,0.033614456,0.421548073,3.560714286,51.51607143,1.072259525,age_18_30
3420_0_2_1_1_2,2.559399015,1.491595611,4.576807651,1.277034259,0.210774037,4.57E-10,0.18066346,1.39E-08,7.77E-08,3.603120135,0.993649029,0.060221153,0.18066346,0.45165865,0.120442307,0.034219905,0.81298557,3.090909091,48.87121212,0.700890362,age_18_30
3420_0_2_1_1_3,4.938134571,1.275340079,7.738418199,1.004242473,0.210774037,1.15E-09,0.210774037,0,5.43E-09,4.050365619,0.843096146,0.060221153,0.18066346,0.18066346,0.18066346,0.0395603,0.602211533,3.654450262,50.17539267,0.865783026,age_18_30
3420_0_2_1_1_0,2.228182672,1.049458865,3.673490351,0,0.030110577,4.08E-10,0,0,0,0.693147181,0.150552883,0.030110577,0,0,0,0,0.030110577,3.432432432,55.13513514,1.073461426,age_over_60
3420_0_2_1_2_1,6.232889366,1.377465443,9.695605681,0.562335145,0.120442307,5.35E-10,0.09033173,1.87E-09,5.42E-08,4.013180857,1.385086526,0.120442307,0.09033173,0.481769226,0.27099519,0.035686767,0.963538453,3.17699115,49.40265487,0.778415819,age_over_60
3420_0_2_1_2_2,7.316870126,1.289020275,11.50224028,1.213007566,0.240884613,4.87E-10,0.120442307,1.95E-07,1.73E-08,4.313446074,1.505528832,0.060221153,0.27099519,0.421548073,0.060221153,0.03289099,0.81298557,3.136363636,61.56060606,1.348137151,age_over_60
3420_0_2_1_2_3,3.703600928,1.403227326,6.29311052,1.676987774,0.27099519,2.81E-10,0.240884613,5.25E-09,1.85E-08,3.368553475,1.083980759,0.120442307,0.240884613,0.45165865,0.09033173,0.036071088,0.903317299,3.115384615,59.77884615,1.413651136,age_over_60
3420_0_2_1_2_0,5.57045668,1.275430954,8.701956652,1.933815631,0.873206723,1.12E-09,1.053870183,1.28E-08,8.36E-09,4.898589352,1.987298059,0.120442307,0.481769226,0.36132692,0.752764416,0.037113425,1.716302869,3.653846154,54.49038462,0.988399421,age_over_60
3420_0_2_1_3_1,10.17737491,1.214365015,15.50694697,1.197340134,0.421548073,5.87E-10,0.63232211,8.56E-09,0,4.505149964,1.144201913,0.060221153,0.391437496,0.060221153,0.301105766,0.033283132,0.81298557,3.27027027,62.31981982,1.670411325,age_40_50
3420_0_2_1_3_2,3.583158621,1.243172003,5.9317836,1.58109375,0.27099519,1.19E-10,0.27099519,3.13E-09,0,3.959532197,0.933427876,0.120442307,0.391437496,0.060221153,0.060221153,0.031935655,0.63232211,3.102941176,69.86029412,1.43965348,age_40_50
3420_0_2_1_3_3,10.38814894,1.251121128,15.41661524,1.889159164,0.54199038,5.05E-10,1.565749986,1.12E-07,2.31E-08,5.273722989,3.462716315,0.391437496,1.174312489,0.331216343,0.662432686,0.037911812,2.559399015,3.382550336,72.51342282,1.466285253,age_40_50
3420_0_2_1_3_0,5.179019184,1.205750227,8.190076849,1.972246979,0.331216343,8.59E-10,0.81298557,0,0,3.51504673,1.354975949,0.09033173,0.662432686,0,0.150552883,0.022773594,0.903317299,3.518518519,70.28703704,1.587908685,age_40_50
3420_0_2_1_0_1,5.38979322,1.304525366,8.641735498,1.098612289,0.18066346,1.25E-09,0.572100956,0,2.26E-09,3.114026945,0.572100956,0.060221153,0.210774037,0.09033173,0.09033173,0.038183049,0.45165865,3.840148699,54.56505576,1.09906554,age_40_50
3420_0_2_1_0_2,6.865211476,1.256607854,10.71936529,0.801818553,0.301105766,1.21E-09,0.09033173,5.02E-10,6.55E-09,3.860873766,1.114091336,0.030110577,0.27099519,0.210774037,0.331216343,0.036055787,0.843096146,3.693965517,62.2887931,1.454624058,age_40_50
3420_0_2_1_0_3,4.064927848,1.189190531,6.533995133,0,0,2.26E-09,0.481769226,0,7.21E-10,2.289787582,0.782874993,0,0.331216343,0.030110577,0.120442307,0.023409833,0.481769226,3.601108033,68.90720222,1.3470903,age_40_50
3420_0_2_1_0_0,5.20912976,1.277012496,8.611624922,0.793730055,0.391437496,1.92E-09,0.210774037,4.14E-08,4.13E-09,2.893401637,0.481769226,0,0.030110577,0.240884613,0.060221153,0.02287041,0.331216343,3.792650919,59.93963255,1.218081394,age_40_50
3420_0_2_2_1_1,6.594216286,1.324337605,10.99036048,1.304291845,1.114091336,3.38E-10,0.120442307,6.45E-08,6.88E-09,4.068304056,1.204423066,0.09033173,0.150552883,0.301105766,0.060221153,0.036372784,0.602211533,3.323383085,64.39303483,1.167155855,age_over_60
3420_0_2_2_1_2,11.74312489,1.297332949,19.24065848,1.798461992,1.987298059,6.98E-10,1.445307679,0,0,5.073431369,1.625971139,0.18066346,0.54199038,0,0.391437496,0.030503131,1.114091336,3.422939068,65.33512545,0.928610837,age_over_60
3420_0_2_2_1_3,11.83345662,1.272835104,18.96966329,0.680016509,1.866855752,6.96E-10,1.896966329,1.26E-10,0,5.734088672,2.469067285,0.120442307,0.511879803,0.09033173,0.602211533,0.033931922,1.324865373,3.04494382,69.88764045,0.909742153,age_over_60
3420_0_2_2_1_0,9.966600871,1.36099994,16.25971139,1.762345804,0.782874993,1.56E-10,0.72265384,2.73E-08,1.39E-09,5.417512564,2.167961519,0.27099519,0.692543263,0.150552883,0.421548073,0.037571934,1.535639409,3.438202247,62.67977528,1.298282733,age_over_60
3420_0_2_2_2,10.47095303,1.349565167,16.44037485,2.197568404,0.730181484,1.13E-09,0.594683889,1.00E-07,6.11E-09,5.977265284,1.430252391,0.067748797,0.233356969,0.210774037,0.263467546,0.009750094,0.775347349,3.420382166,55.31316348,1.518240143,age_over_60
3420_0_2_2_3,5.186546828,1.453676052,8.039523965,2.379761205,0.188191104,1.18E-09,0.097859374,2.21E-07,1.32E-09,4.63626841,0.72265384,0.082804086,0.045165865,0.150552883,0.022582932,0.008885874,0.301105766,3.327868852,62.39344262,1.503500474,age_over_60
3420_0_2_2_0_1,10.14726433,1.243687619,15.62738928,1.982831559,0.963538453,2.82E-11,0.511879803,8.36E-09,0,4.240110765,1.806634599,0.060221153,0.692543263,0.030110577,0.572100956,0.028004717,1.354975949,3.675925926,64.88425926,1.546982095,age_over_60
3420_0_2_2_0_2,6.65443744,1.164781145,10.53870183,1.569152946,0.421548073,1.42E-10,0.752764416,1.70E-08,3.92E-09,3.317587518,0.54199038,0.060221153,0.120442307,0.18066346,0.09033173,0.039430578,0.45165865,3.642105263,38.28421053,1.359100714,age_over_60
3420_0_2_2_0_3,7.497533586,1.081911797,11.20113451,1.494175138,0.240884613,1.10E-10,0,4.55E-08,1.18E-08,3.192868043,1.053870183,0.120442307,0.060221153,0.301105766,0.030110577,0.032248966,0.511879803,3.588495575,56.47787611,1.791248449,age_over_60
3420_0_2_2_0_0,13.57987007,1.32204002,20.59563443,2.106577333,0.421548073,3.43E-10,0.81298557,1.13E-07,3.97E-09,4.991771713,1.565749986,0.18066346,0.331216343,0.331216343,0.18066346,0.040420304,1.023759606,3.566502463,61.03448276,1.574371792,age_over_60
3420_0_2_3_1_1,6.56410571,1.201161643,10.14726433,0.693147181,0.060221153,1.15E-09,0.210774037,1.64E-07,7.51E-09,4.368254636,1.204423066,0.060221153,0.09033173,0.36132692,0.210774037,0.035318339,0.72265384,3.557291667,62.02083333,1.673184052,age_over_60
3420_0_2_3_1_2,6.985653783,1.36206377,10.86991817,0.950270539,0.150552883,7.25E-10,0,2.30E-07,2.33E-08,3.956049128,1.144201913,0.120442307,0.060221153,0.27099519,0.030110577,0.033225001,0.481769226,3.582278481,49.57594937,1.601956962,age_over_60
3420_0_2_3_1_3,11.44201913,1.277730059,19.57187482,1.340247317,0.752764416,8.78E-10,0.120442307,1.33E-07,0,3.671648796,3.402495161,0.301105766,0.09033173,0.120442307,0.120442307,0.038029556,0.63232211,2.75,77.125,0.918427785,age_over_60
3420_0_2_3_1_0,11.98400951,1.413169619,19.93320174,1.275893878,0.692543263,7.52E-10,0.27099519,2.19E-07,0,4.45605609,3.011057665,0.391437496,0.210774037,0.36132692,0.09033173,0.038160212,1.053870183,3.25,94.31730769,0.622885422,age_40_50
3420_0_2_3_2,10.6365612,1.271178868,16.39520899,2.308630863,0.617266821,7.92E-10,0.511879803,2.09E-07,9.22E-09,5.45305868,2.446484353,0.218301681,0.414020429,0.240884613,0.27099519,0.010185334,1.144201913,3.599056604,76.89858491,1.35138379,age_40_50
3420_0_2_3_3_1,34.44649969,0.884912259,48.11670149,1.577005177,1.565749986,6.52E-10,0.63232211,2.77E-07,8.20E-09,5.561419263,4.426254767,0.54199038,1.475418256,0.210774037,0.843096146,0.036043613,3.071278818,3.555194805,93.99837662,0.634358214,age_40_50
3420_0_2_3_3_2,14.93484602,1.147577313,22.94425941,1.870783383,0.81298557,4.08E-10,2.408846132,1.77E-07,1.52E-10,6.060374533,5.359682644,0.421548073,1.234533643,0.18066346,1.927076906,0.033101613,3.763822081,3.725925926,91.77777778,0.843135192,age_40_50
3420_0_2_3_3_3,16.74148062,1.128522261,25.23266323,0.999753102,0.782874993,7.58E-11,2.378735555,3.07E-08,6.59E-10,4.633197921,5.058576877,0.060221153,1.776524022,0.09033173,2.047519212,0.025627406,3.974596118,3.711229947,92.02673797,0.827395028,age_over_60
3420_0_2_3_3_0_1,9.755826834,1.338496095,15.65749986,1.386294361,0.963538453,3.77E-11,1.686192292,0,0,3.151862515,4.095038424,0.602211533,1.204423066,0,1.445307679,0.125329923,3.251942278,3.505747126,92.05172414,0.70425557,age_over_60
3420_0_2_3_3_0_2,11.68290374,1.251927314,18.66855752,1.098612289,0.36132692,0,2.167961519,0,0,4.017794012,9.514942221,0.120442307,2.408846132,0,4.938134571,0.084914219,7.467423009,3.509090909,87.22727273,1.076922886,age_over_60
3420_0_2_3_3_0_3,22.28182672,1.240684407,34.92826891,0.867563228,0.72265384,2.45E-10,3.251942278,4.37E-08,0,3.987003683,6.744769169,0.36132692,1.445307679,0.120442307,3.492826891,0.108487782,5.419903797,2.708333333,82.33333333,1.01328433,age_over_60
3420_0_2_3_3_0_0,8.190076849,1.433192095,14.21219218,0.693147181,0.240884613,1.39E-11,1.565749986,0,0,4.210364243,6.624326863,0.36132692,1.686192292,0,3.251942278,0.102031356,5.29946149,3.451612903,92.68548387,0.701848011,age_over_60
3420_0_2_3_0_1,16.35004312,1.332936118,26.97907668,1.748021504,0.692543263,1.63E-10,1.053870183,2.60E-08,0,5.23303735,5.84145187,0.81298557,0.662432686,0.210774037,0.54199038,0.039006309,2.228182672,3.507692308,96.36153846,0.373664684,age_40_50
3420_0_2_3_0_2,13.12821142,1.302960025,21.07740365,1.406760455,0.752764416,1.72E-10,0.993649029,0,1.74E-09,4.964850447,5.9317836,0.572100956,2.348624979,0.09033173,1.114091336,0.031071029,4.125149001,3.605326877,95.57990315,0.549550343,age_40_50
3420_0_2_3_0_3,5.9317836,1.312169726,9.725716258,1.781618808,0.572100956,5.15E-10,0.210774037,1.77E-07,0,4.565034247,3.854153811,0.511879803,0.782874993,0.09033173,1.625971139,0.032802735,3.011057665,3.691489362,95.80053191,0.52343265,age_40_50
3420_0_2_3_0_0_1,13.60998065,1.20740817,22.28182672,0.867563228,0.72265384,0,0.36132692,0,0,3.881570655,4.938134571,1.204423066,1.686192292,0,1.083980759,0.130067015,3.974596118,3.45,97.48333333,0.230340952,age_40_50
3420_0_2_3_0_0_2,19.75253828,1.246234143,32.63986509,0,0.120442307,4.21E-10,0.72265384,1.48E-07,0,3.979475049,3.733711505,0.36132692,0.36132692,0.240884613,0.36132692,0.165367758,1.324865373,3.302325581,95.51162791,0.373956094,age_over_60
3420_0_2_3_0_0_3,14.21219218,1.243803281,21.80005749,0,0.120442307,4.15E-10,0,1.26E-07,0,3.8560698,6.262999943,0.240884613,3.011057665,0.120442307,1.806634599,0.109946073,5.179019184,3.622222222,98.28888889,0.239342274,age_over_60
3420_0_2_3_0_0_0,13.97130757,1.202994579,21.67961519,0.900256051,0.963538453,1.27E-11,1.083980759,0,0,4.011155408,8.069634542,1.204423066,2.890615358,0,2.288403825,0.125400866,6.38344225,3.76,99.16,0.153837593,age_over_60
3420_0_2_0_1_1,5.510235527,1.150726939,8.611624922,0.704329317,1.595860562,2.03E-09,0.63232211,8.04E-08,0,4.04940636,1.023759606,0.09033173,0.27099519,0.09033173,0.240884613,0.038114936,0.692543263,3.766233766,65.75974026,1.148714287,age_over_60
3420_0_2_0_1_2,5.721009563,1.128927552,8.942841265,1.039720771,0.120442307,2.71E-09,0.54199038,2.17E-07,6.33E-09,3.389161437,1.174312489,0.120442307,0.030110577,0.301105766,0,0.024188277,0.45165865,3.430434783,74.29130435,1.352111947,age_over_60
3420_0_2_0_1_3,6.262999943,1.287314726,10.71936529,1.470808476,0.301105766,2.00E-09,0.210774037,3.00E-07,0,3.884805389,1.656081716,0.210774037,0.240884613,0.120442307,0.09033173,0.039561214,0.662432686,3.300429185,93,0.685411917,age_over_60
3420_0_2_0_1_0,4.064927848,1.3857248,6.955543206,1.039720771,0.120442307,1.08E-09,0.210774037,4.25E-07,5.97E-09,3.690913746,0.662432686,0,0.030110577,0.210774037,0.060221153,0.024143219,0.301105766,3.350746269,71.44776119,1.441020548,age_over_60
3420_0_2_0_2_1,5.510235527,1.238723556,8.641735498,0.693147181,0.060221153,1.61E-09,0.210774037,0,3.40E-09,4.167885687,1.415197103,0.150552883,0.301105766,0.030110577,0.331216343,0.035171057,0.81298557,3.513888889,81.08680556,1.332462989,age_30_40
3420_0_2_0_2_2,10.0569326,1.44279753,16.25971139,1.641734712,0.331216343,3.98E-10,0.511879803,1.48E-08,0,4.408062688,1.656081716,0.18066346,0.45165865,0.060221153,0.150552883,0.034946478,0.843096146,3.285714286,76.70952381,1.386302322,age_over_60
3420_0_2_0_2_3,12.43566816,1.459418923,19.93320174,1.74660316,0.72265384,8.84E-11,0.27099519,7.11E-10,8.33E-10,4.471385259,2.469067285,0.45165865,1.114091336,0.09033173,0.150552883,0.030157214,1.806634599,3.226315789,94.49473684,0.64543589,age_over_60
3420_0_2_0_2_0,10.99036048,1.228820993,16.83181235,1.48322096,0.572100956,1.69E-09,0.511879803,1.74E-09,0,4.582504005,6.955543206,0.45165865,3.884264388,0.060221153,0.903317299,0.023788453,5.29946149,3.445475638,98.07076566,0.314786837,age_over_60
3420_0_2_0_3_1,15.5972787,1.225801105,23.84757671,0.951108671,0.903317299,4.56E-11,0.421548073,0,0,4.773431971,6.232889366,1.023759606,2.469067285,0,1.144201913,0.030543698,4.637028804,3.537414966,98.00340136,0.276618667,age_over_60
3420_0_2_0_3_2,16.95225465,1.185816577,25.56387958,0.92883926,0.933427876,3.54E-11,0.421548073,6.44E-09,0,5.145882052,6.56410571,1.204423066,2.348624979,0.030110577,1.294754796,0.032541826,4.877913417,3.607508532,98.63822526,0.223072616,age_18_30
3420_0_2_0_3_3_1,19.51165367,1.050815291,29.86969204,1.002718265,1.083980759,0,0.481769226,0,0,3.961486041,9.394499915,1.324865373,4.697249957,0,2.047519212,0.115577923,8.069634542,3.669230769,99.67692308,0.079487003,age_over_60
3420_0_2_0_3_3_2,10.83980759,1.075573065,17.22324984,1.16828245,1.204423066,0,0.36132692,0,0,4.239089001,5.058576877,1.445307679,1.927076906,0,0.963538453,0.127772058,4.335923038,3.737704918,98.96721311,0.167026173,age_over_60
3420_0_2_0_3_3_3,10.47848067,1.242615645,16.86192292,1.277034259,0.843096146,0,0.963538453,0,0,4.038465449,5.179019184,0.602211533,0.602211533,0,2.167961519,0.108314865,3.372384585,3.68115942,97.86956522,0.253946948,age_over_60
3420_0_2_0_3_3_0,16.01882678,0.982561383,23.7271344,1.098612289,0.36132692,0,0,0,0,2.973627621,7.467423009,0.240884613,3.492826891,0,2.770173052,0.098697782,6.503884556,3.627906977,97.41860465,0.31033698,age_18_30
3420_0_2_0_3_0,12.82710565,1.274472153,19.84287001,1.248827184,0.692543263,1.72E-10,0.36132692,2.23E-09,0,4.499332422,6.985653783,0.782874993,2.830394205,0.331216343,0.843096146,0.033045311,4.787581687,3.682719547,97.83852691,0.318752671,age_18_30
3420_0_2_0_0_1,3.522937468,1.43904847,6.262999943,1.310686555,0.63232211,1.02E-09,0.301105766,8.00E-08,4.28E-08,4.427598122,1.023759606,0.18066346,0,0.27099519,0.09033173,0.030453966,0.54199038,3.31547619,73.36011905,1.453722109,age_18_30
3420_0_2_0_0_2,7.437312432,1.350456464,12.375447,1.061845777,0.72265384,1.35E-09,0,7.70E-08,3.29E-09,4.659259617,1.896966329,0.45165865,0.45165865,0.09033173,0.18066346,0.0367434,1.174312489,3.38034188,91.73717949,0.825584587,age_18_30
3420_0_2_0_0_3,21.04729308,1.317104872,31.43544202,1.576492194,0.481769226,7.85E-10,1.656081716,1.50E-07,0,5.379179802,5.38979322,0.27099519,1.174312489,0.301105766,0.782874993,0.036490551,2.529288439,3.718309859,93.29049296,0.716760985,age_18_30
3420_0_2_0_0_0_1,9.033172995,1.304351452,14.33263449,1.039720771,0.481769226,3.40E-10,0.72265384,0,2.36E-08,2.854430611,5.781230717,0.602211533,0.36132692,0.602211533,0.36132692,0.163164448,1.927076906,3.611111111,76.79166667,1.276754727,age_18_30
3420_0_2_0_0_0_2,17.22324984,1.271629263,26.25642284,1.098612289,0.36132692,1.01E-09,0.72265384,0,1.72E-08,2.970085532,1.927076906,0.240884613,0.481769226,0.240884613,0.120442307,0.153326469,1.083980759,3.296875,76.921875,0.689522545,age_over_60
3420_0_2_0_0_0_3,13.48953834,1.13919726,22.04094211,1.098612289,0.36132692,2.25E-09,2.288403825,0,0,3.213054239,11.32157682,0.36132692,3.011057665,0,1.083980759,0.097855172,4.456365344,3.567307692,94.14423077,0.641206212,age_18_30
3420_0_2_0_0_0_0,19.63209598,1.285305354,33.84428815,1.427061043,1.083980759,1.11E-09,2.167961519,0,0,3.765794226,12.64644219,0.963538453,0.843096146,0,1.565749986,0.127756945,3.372384585,3.707692308,91.92307692,0.754335123,age_18_30
3420_0_3_1_1_1_1,9.153615301,1.302332953,14.81440371,1.386294361,0.481769226,1.82E-09,2.047519212,0,0,4.540005384,7.106096089,0.240884613,2.649730745,0,2.288403825,0.101950312,5.179019184,3.960784314,84.10784314,0.784433263,age_18_30
3420_0_3_1_1_1_2,7.587865316,1.09389743,11.92378835,0,0.120442307,2.26E-09,2.408846132,0,0,2.192261748,3.492826891,0,1.083980759,0,1.686192292,0.080615404,2.770173052,3.870588235,87.35294118,0.841252288,age_18_30
3420_0_3_1_1_1_3,2.649730745,1.164593061,4.817692264,1.039720771,0.481769226,2.28E-09,2.047519212,0,0,2.568134593,5.419903797,0,2.047519212,0,2.167961519,0.083435078,4.215480731,3.818181818,86.73295455,0.86532844,age_over_60
3420_0_3_1_1_1_0,8.912730688,1.275704592,14.33263449,1.273028337,1.083980759,2.46E-09,1.686192292,0,0,3.60387521,4.817692264,0.36132692,1.927076906,0,1.204423066,0.112004998,3.492826891,3.948453608,88.74226804,0.779237987,age_18_30
