cell_id,Roads:number_intersections,Roads:diversity,Roads:total,Buildings:diversity,Buildings:total,LandUse:Mix,TrafficPoints:crossing,poisAreas:area_park,poisAreas:area_pitch,pois:diversity,pois:total,ThirdPlaces:oa_count,ThirdPlaces:edt_count,ThirdPlaces:out_count,ThirdPlaces:cv_count,ThirdPlaces:diversity,ThirdPlaces:total,vertical_density,buildings_age,buildings_age:diversity,most_present_age
3420_1_1_3_0,2.228182672,1.214505996,3.628324486,0.619855147,1.196895422,5.36E-10,0.030110577,2.39E-07,6.10E-09,3.62662312,0.240884613,0.030110577,0.022582932,0.112914662,0.060221153,0.009017772,0.225829325,3.402088773,25.46997389,1.346367081,age_over_60
3420_1_1_0,1.1761944,1.523881329,1.910139706,1.073542846,0.015055288,4.27E-10,0.011291466,6.93E-08,1.08E-09,3.166283958,0.105387018,0.003763822,0.003763822,0.022582932,0.009409555,0.002087695,0.039520132,2.809466019,40.18082524,1.516197691,age_over_60
3420_1_2_1,0.56080949,1.346226008,0.892025833,0.896050224,0.041402043,2.33E-09,0,6.98E-09,5.28E-10,3.164527667,0.031992488,0.001881911,0.003763822,0.013173377,0.001881911,0.001945072,0.020701021,2.704861111,17.87152778,1.60669309,age_under_18
3420_1_2_2,0.558927579,1.180538821,0.912726855,0.708688028,0.031992488,7.58E-10,0.001881911,2.33E-09,3.15E-09,3.200195158,0.060221153,0.001881911,0.005645733,0.020701021,0.013173377,0.002113632,0.041402043,2.789883268,25.48184176,1.726100995,age_under_18
3420_1_2_3,1.59209674,1.335392256,2.502941684,1.882600496,0.227711236,8.00E-10,0.011291466,2.15E-08,2.13E-09,4.199685239,0.114796573,0.001881911,0.015055288,0.022582932,0.020701021,0.002239021,0.060221153,2.987804878,24.87804878,1.927156635,age_under_18
3420_1_2_0,1.146083824,1.387158492,1.86309193,0.464356626,0.067748797,1.05E-09,0.013173377,1.61E-08,5.76E-09,2.374618784,0.265349457,0.003763822,0.007527644,0.047047776,0.007527644,0.001693109,0.065866886,2.734722222,19.48958333,1.72980796,age_over_60
3420_1_3_1_1,6.466246335,1.357492484,10.36556601,1.531153319,0.165608172,2.47E-10,0.526935091,2.26E-08,1.63E-08,4.324383517,0.63232211,0.030110577,0.045165865,0.195718748,0.120442307,0.008699787,0.391437496,3.411167513,32.85279188,1.837884794,age_40_50
3420_1_3_1_2,2.920725935,1.327460478,4.727360534,1.979204517,0.09033173,6.59E-10,0.36132692,1.29E-07,7.53E-09,4.202184588,0.549518024,0.007527644,0.067748797,0.218301681,0.082804086,0.007798293,0.376382208,3.629787234,36.61702128,1.376658568,age_over_60
3420_1_3_1_3_1,8.340629732,1.231904586,13.91108641,0,0.030110577,1.04E-09,0.331216343,3.51E-07,1.99E-09,1.71707598,0.511879803,0,0,0.150552883,0,0,0.150552883,3,52.04761905,0.692012965,age_over_60
3420_1_3_1_3_2,7.738418199,1.223064905,12.13456239,1.420571926,0.331216343,3.87E-10,0.511879803,5.22E-08,8.85E-09,2.721860232,0.481769226,0,0.060221153,0.240884613,0.120442307,0.028776675,0.421548073,3.627906977,47.81395349,1.094488523,age_over_60
3420_1_3_1_3_3,6.503884556,1.329982514,10.5688124,1.497866137,0.301105766,3.88E-10,0.240884613,2.24E-09,0,4.412638256,0.81298557,0.210774037,0.150552883,0.030110577,0.210774037,0.037073217,0.602211533,3.3,48.6,1.212894981,age_over_60
3420_1_3_1_3_0,12.43566816,1.257581811,19.45143252,2.014035524,0.481769226,5.77E-10,0.752764416,2.10E-07,0,4.648707015,1.625971139,0.120442307,0.301105766,0.030110577,0.240884613,0.035229121,0.692543263,3.818181818,51.93939394,0.692687973,age_50_60
3420_1_3_1_0,6.60174393,1.187304217,10.35051072,1.769088555,0.301105766,3.75E-10,0.54199038,9.95E-08,1.71E-08,5.234143044,0.76029206,0.037638221,0.150552883,0.135497595,0.210774037,0.009474231,0.534462736,3.367741935,44.4516129,1.472175994,age_50_60
3420_1_3_2_1,4.08751078,1.278881002,6.428608115,1.427061043,0.067748797,4.06E-10,0.248412257,4.91E-08,7.65E-09,3.783870386,0.368854564,0.015055288,0.022582932,0.165608172,0.037638221,0.007097461,0.240884613,3.710344828,43.96781609,1.438300829,age_50_60
3420_1_3_2_2,0.805457925,1.077395507,1.317337728,0,0.007527644,1.10E-09,0.052693509,1.65E-08,1.15E-08,3.1672407,0.286050478,0,0.060221153,0.135497595,0.052693509,0.007550719,0.248412257,3.102439024,49.42439024,1.173549603,age_50_60
3420_1_3_2_3,2.401318488,1.305784631,3.921902609,1.804313535,0.188191104,2.60E-10,0.015055288,4.14E-08,6.75E-09,3.409524975,0.301105766,0.015055288,0.015055288,0.165608172,0.022582932,0.00612081,0.218301681,3.552036199,41.80995475,1.047304591,age_over_60
3420_1_3_2_0,5.0284663,1.272038045,8.009413389,1.886696785,0.075276442,2.11E-10,0.09033173,1.83E-08,1.95E-08,4.072518235,0.66996033,0.037638221,0.052693509,0.331216343,0.060221153,0.007217138,0.481769226,3.674418605,45.68255814,0.841000201,age_over_60
3420_1_3_3_1,4.614445872,1.448358926,7.429784788,1.373913683,0.474241582,5.28E-10,0.075276442,1.29E-07,1.05E-08,4.668071006,0.715126195,0.067748797,0.135497595,0.210774037,0.173135816,0.009902083,0.587156245,3.591954023,42.94827586,1.24400136,age_over_60
3420_1_3_3_2,2.672313678,1.334384771,4.343450682,1.11746286,0.210774037,1.08E-09,0.060221153,9.85E-08,2.56E-09,3.028774089,0.240884613,0.007527644,0.007527644,0.105387018,0.052693509,0.007052484,0.173135816,3.497109827,41.56358382,1.372453092,age_30_40
3420_1_3_3_3,3.929430253,1.336017871,6.240417011,1.44783261,0.504352159,1.18E-09,0.286050478,1.87E-08,1.06E-08,4.65833179,0.526935091,0.037638221,0.075276442,0.112914662,0.135497595,0.009738445,0.36132692,3.824137931,53.11551724,1.03567358,age_30_40
3420_1_3_3_0_1,9.725716258,1.439386131,16.07904793,1.646938607,1.174312489,9.81E-10,0.933427876,2.85E-07,1.88E-08,4.511806115,1.415197103,0.060221153,0.150552883,0.421548073,0.36132692,0.035754561,0.993649029,3.791411043,50.92331288,1.302242232,age_30_40
3420_1_3_3_0_2,6.052225907,1.298630997,9.394499915,0.879070158,1.053870183,4.57E-10,1.324865373,1.19E-07,3.26E-08,4.201902499,1.385086526,0.030110577,0.210774037,0.54199038,0.240884613,0.03330997,1.023759606,3.871621622,46.62162162,1.054903289,age_over_60
3420_1_3_3_0_3,8.701956652,1.392472815,13.73042295,1.678075079,1.204423066,2.83E-10,1.264644219,1.10E-07,1.20E-07,4.498309433,1.806634599,0.09033173,0.301105766,0.72265384,0.331216343,0.035659593,1.445307679,3.593220339,57.82627119,1.257741886,age_under_18
3420_1_3_3_0_0,8.732067228,1.299262251,14.03152872,1.446439256,1.083980759,4.14E-10,0.963538453,3.86E-08,7.65E-09,5.028040036,1.896966329,0.09033173,0.45165865,0.210774037,0.602211533,0.036030454,1.354975949,3.74301676,55.8575419,1.256783662,age_under_18
3420_1_3_0_1,4.004706694,1.481944693,6.488829268,1.925121191,0.097859374,5.96E-10,0.097859374,6.10E-08,9.79E-09,3.225021588,0.240884613,0.015055288,0.007527644,0.135497595,0.015055288,0.00566769,0.173135816,3.146226415,50.74292453,1.273048399,age_under_18
3420_1_3_0_2,7.219010752,1.48494976,11.5398785,1.747335531,0.203246392,6.30E-10,0.225829325,1.77E-07,4.79E-08,4.531990932,0.617266821,0.060221153,0.075276442,0.233356969,0.030110577,0.008346497,0.398965141,2.535714286,57.72619048,1.440479555,age_under_18
3420_1_3_0_3,5.013411012,1.375794362,7.9943581,2.02760078,0.594683889,4.94E-10,0.195718748,1.55E-08,2.49E-08,4.314895302,1.204423066,0.022582932,0.165608172,0.255939902,0.203246392,0.009006147,0.647377398,3.408,56.96933333,1.155034628,age_under_18
3420_1_3_0_0,3.477771603,1.276517023,5.502707883,1.667887628,0.248412257,1.30E-09,0.015055288,2.51E-08,4.17E-08,3.475627219,0.444131006,0.030110577,0.030110577,0.248412257,0.030110577,0.006570718,0.338743987,3.445255474,44.50243309,0.999307042,age_over_60
3420_1_0_1_1,0.903317299,1.22068171,1.490473544,0.566085739,0.09033173,1.09E-10,0.120442307,0,7.67E-09,3.525069449,0.27099519,0.022582932,0.082804086,0.082804086,0.015055288,0.008796685,0.203246392,1.923076923,27.60769231,0.973615522,age_under_18
3420_1_0_1_2,0.662432686,1.506992385,1.204423066,0,0,1.94E-10,0.007527644,0,1.19E-09,1.153741943,0.060221153,0,0,0.037638221,0,0,0.037638221,2.923076923,37.36538462,1.175638901,age_over_60
3420_1_0_1_3,0.353799276,1.529929009,0.685015619,0,0.007527644,8.52E-10,0.007527644,0,0,0,0.007527644,0,0,0,0,0,0,2.607929515,46.42511013,1.567449588,age_over_60
3420_1_0_1_0,0.564573312,1.223039055,0.948483164,0.693147181,0.015055288,1.68E-09,0.127969951,0,0,0.693147181,0.015055288,0,0,0,0,0,0,2.421875,18.234375,0.973081825,age_under_18
3420_1_0_2_1,1.264644219,1.44032331,2.11526801,0.65587623,0.549518024,3.68E-11,0,0,7.92E-09,2.970554337,0.127969951,0,0.015055288,0.037638221,0.045165865,0.007620466,0.097859374,3.25,25.83333333,1.188378881,age_over_60
3420_1_0_2_2,4.034817271,1.197054833,6.225361722,1.33217904,0.037638221,2.84E-10,0.097859374,1.23E-07,2.61E-09,3.712124589,0.240884613,0.030110577,0.052693509,0.112914662,0.037638221,0.009377772,0.233356969,3.600638978,26.95846645,1.545896066,age_over_60
3420_1_0_2_3,0.971066097,1.687490748,1.814162243,1.039720771,0.030110577,3.92E-10,0,1.43E-08,1.16E-09,2.569420765,0.097859374,0,0.007527644,0.060221153,0.015055288,0.005717602,0.082804086,2.508982036,45.83233533,1.797479223,age_40_50
3420_1_0_2_0,0.579628601,1.660689297,1.091508404,1.098612289,0.022582932,5.37E-10,0.015055288,0,0,1.098612289,0.030110577,0.007527644,0.007527644,0,0,0.005217765,0.015055288,2.443661972,57.70422535,1.417644748,age_over_60
3420_1_0_3_1,1.30228244,1.077132035,2.070102145,0.647442032,0.27099519,1.52E-09,0,4.89E-08,5.98E-09,3.264974495,0.143025239,0,0.015055288,0.037638221,0.007527644,0.006776807,0.060221153,3.082744702,46.24520686,1.647787215,age_40_50
3420_1_0_3_2,1.287227152,1.45155939,2.167961519,0,0.015055288,2.01E-09,0,0,0,0,0.052693509,0,0,0,0,0,0,2.993333333,47.15,1.62899405,age_40_50
3420_1_0_3_3,4.230536019,1.218694694,6.436135759,0.386910954,0.767819705,2.32E-09,0.030110577,3.53E-08,7.70E-09,4.352837164,0.421548073,0.030110577,0.067748797,0.150552883,0.097859374,0.009415826,0.346271631,3.644638404,42.34600998,1.275769112,age_40_50
3420_1_0_3_0,1.75394109,1.420535963,2.868032426,1.536722469,0.105387018,1.96E-09,0.037638221,0,2.43E-09,3.03096203,0.127969951,0.022582932,0.015055288,0.045165865,0.045165865,0.009733413,0.127969951,3.167487685,37.96551724,1.736392719,age_40_50
3420_1_0_0_1,0.715126195,1.372103687,1.204423066,0.693147181,0.015055288,1.49E-09,0,0,9.09E-09,1.64341772,0.052693509,0,0.015055288,0.022582932,0,0.005066192,0.037638221,2.849462366,32.43010753,1.900408963,age_40_50
3420_1_0_0_2,1.264644219,1.119435981,2.11526801,1.039631755,0.368854564,1.20E-09,0,5.54E-08,2.77E-09,2.507965883,0.150552883,0.007527644,0,0.067748797,0.030110577,0.006251496,0.105387018,2.922155689,39.22305389,1.728039445,age_over_60
3420_1_0_0_3,1.144201913,1.202616541,1.896966329,1.386294361,0.030110577,2.00E-09,0,1.83E-09,7.42E-09,2.055713594,0.18066346,0.030110577,0,0.105387018,0.007527644,0.005329715,0.143025239,2.993288591,30.10201342,1.630201902,age_over_60
3420_1_0_0_0,1.912021617,1.224799325,3.14655526,0.562335145,0.030110577,1.25E-09,0.007527644,2.90E-09,7.73E-09,2.25385759,0.060221153,0.015055288,0,0.022582932,0.007527644,0.007613491,0.045165865,2.75203252,27.29878049,1.411994981,age_over_60
3420_2_1,0.346271631,1.428481419,0.597977233,1.869372764,0.033874399,1.71E-10,0.001881911,6.40E-10,1.75E-09,4.875349112,0.067748797,0.002352389,0.011291466,0.015525766,0.010350511,0.000585187,0.039520132,2.184350133,32.00729443,1.811683406,age_under_18
3420_2_2_1,0.193836837,1.332317801,0.351917365,0.693147181,0.007527644,4.38E-11,0,0,4.72E-09,3.063106365,0.060221153,0.005645733,0.007527644,0.024464844,0.007527644,0.002238122,0.045165865,2.281690141,45.13239437,1.770975296,age_over_60
3420_2_2_2,0.146789061,1.306145969,0.259703724,0,0.041402043,5.79E-10,0.003763822,0,7.04E-10,2.354094614,0.020701021,0,0.001881911,0.009409555,0,0.000847916,0.011291466,2.353765324,33.98598949,1.921264931,age_over_60
3420_2_2_3,0.673724153,1.437109863,1.063279738,1.105200058,0.141143328,1.62E-09,0.026346755,0,0,4.463049968,0.067748797,0,0.016937199,0.001881911,0.01881911,0.00161033,0.037638221,2.421446384,54.69201995,1.623930066,age_over_60
3420_2_2_0,0.114796573,1.44353549,0.240884613,0.450561209,0.011291466,1.45E-09,0,0,0,0,0.003763822,0,0,0,0,0,0,1.666666667,46.87096774,1.503293149,age_40_50
3420_2_3_1_1,0.263467546,1.395170385,0.54199038,0,0.007527644,2.48E-09,0,0,4.94E-10,0.79631164,0.052693509,0,0,0.007527644,0,0,0.007527644,1.484848485,50.69191919,1.164348403,age_over_60
3420_2_3_1_2,1.046342539,1.386181286,1.746413446,0,0.007527644,1.77E-09,0,4.84E-09,1.88E-09,1.522955068,0.075276442,0.015055288,0,0.030110577,0.007527644,0.007194169,0.052693509,1.470588235,52.57352941,0.952928599,age_over_60
3420_2_3_1_3,1.219478354,1.279586276,2.047519212,0.582425687,0.263467546,2.28E-10,0.007527644,0,8.13E-10,1.871160414,0.112914662,0.015055288,0,0.045165865,0.015055288,0.007153298,0.075276442,2.232044199,44.09116022,1.414934386,age_over_60
3420_2_3_1_0,1.324865373,1.386292706,2.228182672,0.683738906,0.067748797,1.63E-09,0.097859374,5.00E-09,1.39E-08,3.870286778,0.203246392,0.007527644,0.015055288,0.015055288,0.007527644,0.010009217,0.045165865,2.059701493,53.80597015,1.396228475,age_over_60
3420_2_3_2_1,0.474241582,1.57290337,0.843096146,0.135136297,0.978593741,1.38E-10,0,0,0,2.999640974,0.097859374,0.037638221,0,0,0.037638221,0.005217765,0.075276442,1.84,50.64,1.24193775,age_under_18
3420_2_3_2_2,0.572100956,1.302289832,1.03128725,0.63240412,0.474241582,1.25E-09,0,0,0,3.781454294,0.233356969,0.045165865,0.022582932,0,0.052693509,0.007853993,0.120442307,2.534836066,32.60860656,1.952435336,age_over_60
3420_2_3_2_3,0.218301681,1.428399496,0.436603361,0.509137344,0.105387018,2.14E-10,0,0,5.78E-10,0.955699891,0.052693509,0,0,0.015055288,0.007527644,0.004791452,0.022582932,2.466487936,35.90884718,1.830204286,age_over_60
3420_2_3_2_0,0.948483164,1.384714732,1.580805274,1.166568614,1.046342539,1.00E-10,0,1.35E-09,4.17E-09,3.316977087,0.150552883,0.022582932,0.007527644,0.060221153,0.030110577,0.008884913,0.120442307,2.407932011,44.9631728,1.524460661,age_under_18
3420_2_3_3_1,2.822866561,1.328633621,4.350978326,0,0.007527644,3.79E-10,0,1.42E-08,1.84E-09,3.836397464,0.210774037,0.007527644,0.045165865,0.037638221,0.037638221,0.009440415,0.127969951,2.566502463,27.87931034,1.812478988,age_under_18
3420_2_3_3_2,3.718656216,1.413020221,5.954366532,1.632630927,0.09033173,8.03E-10,0.09033173,0,2.06E-09,4.511648446,0.278522834,0.015055288,0.082804086,0.022582932,0.082804086,0.008796685,0.203246392,2.466155811,38.1366539,1.71240187,age_under_18
3420_2_3_3_3,4.704777601,1.309569558,7.407201856,2.065694412,0.210774037,6.08E-10,0.218301681,4.44E-08,2.26E-09,6.021397051,1.339920661,0.060221153,0.203246392,0.112914662,0.647377398,0.007682809,1.023759606,2.446341463,40.36097561,1.712330114,age_over_60
3420_2_3_3_0,5.224185049,1.275594899,8.069634542,0.864345767,0.240884613,1.32E-09,0.150552883,3.58E-08,2.11E-09,3.70754376,0.255939902,0.015055288,0.030110577,0.097859374,0.015055288,0.007983914,0.158080527,3.083333333,33.81944444,1.179570734,age_over_60
3420_2_3_0_1,1.66360936,1.243743676,2.619620168,0.693147181,0.015055288,7.24E-10,0.075276442,1.13E-07,2.89E-09,4.307739578,0.346271631,0.022582932,0.045165865,0.097859374,0.09033173,0.009450878,0.255939902,2.589977221,49.89977221,1.445886062,age_over_60
3420_2_3_0_2,0.835568502,1.415511702,1.430252391,1.316810475,0.331216343,2.16E-09,0,3.31E-07,4.76E-10,3.319652659,0.195718748,0,0.045165865,0.030110577,0.007527644,0.006898822,0.082804086,2.325581395,44.13081395,1.491717687,age_over_60
3420_2_3_0_3,4.253118952,1.354268895,6.65443744,1.473502385,0.09033173,2.01E-09,0.579628601,6.36E-08,8.96E-09,4.053800301,0.391437496,0.030110577,0.082804086,0.143025239,0.045165865,0.009209744,0.301105766,3.673333333,48.38333333,0.97781415,age_over_60
3420_2_3_0_0,3.967068474,1.308980386,6.353331673,0.779913336,0.316161055,3.16E-09,0.519407447,5.19E-07,1.69E-08,4.539554135,0.54199038,0.030110577,0.135497595,0.143025239,0.082804086,0.009492304,0.391437496,3.819047619,46.97619048,0.826191324,age_under_18
3420_2_0_1,1.134792357,1.299322406,1.802870777,0.818683146,0.141143328,6.21E-10,0.007527644,9.57E-09,9.90E-09,4.221095921,0.112914662,0.009409555,0.016937199,0.043283954,0.015055288,0.002288642,0.084685997,2.399656947,43.23670669,1.712467635,age_under_18
3420_2_0_2,0.27099519,1.635046105,0.489296871,0.566085739,0.022582932,2.15E-09,0,0,3.81E-09,3.581162145,0.107268929,0.005645733,0.005645733,0.033874399,0.003763822,0.001788239,0.048929687,1.703208556,46.56951872,1.395224156,age_under_18
3420_2_0_3_1,0.481769226,1.384432697,0.933427876,1.255482325,0.060221153,2.49E-09,0,1.24E-08,1.12E-08,3.111012483,0.225829325,0.022582932,0.007527644,0.067748797,0.007527644,0.007460941,0.105387018,1.885245902,53.34221311,1.525949181,age_under_18
3420_2_0_3_2,1.490473544,1.367781554,2.499177862,1.263654432,0.082804086,1.31E-09,0.075276442,0,5.25E-09,3.527451723,0.301105766,0.007527644,0.022582932,0.09033173,0.045165865,0.008259078,0.165608172,2.1984,56.34,0.870918029,age_under_18
3420_2_0_3_3,1.12161898,1.468797654,1.84427282,0,0.007527644,1.72E-09,0.030110577,5.64E-09,1.78E-08,3.037198102,0.218301681,0.015055288,0,0.127969951,0.045165865,0.006073429,0.188191104,2.071017274,56.60460653,1.05485289,age_over_60
3420_2_0_3_0,0.210774037,1.889602214,0.526935091,0,0,2.49E-09,0.007527644,2.77E-08,8.94E-09,2.373142684,0.173135816,0.007527644,0,0.097859374,0,0.001937003,0.105387018,1.708661417,65.38976378,1.009557313,age_over_60
3420_2_0_0_1,3.696073284,1.268567294,5.924255956,1.559855318,0.406492785,5.42E-10,0.052693509,7.36E-08,5.05E-09,4.521825052,0.316161055,0.030110577,0.067748797,0.075276442,0.067748797,0.010064102,0.240884613,3.202479339,41.85743802,1.587190977,age_over_60
3420_2_0_0_2,0.549518024,1.454069121,1.068925471,1.277034259,0.052693509,1.85E-09,0.007527644,1.87E-08,4.31E-10,3.539627567,0.097859374,0,0.007527644,0.015055288,0.015055288,0.007941064,0.037638221,2.339449541,45.98853211,1.676784337,age_under_18
3420_2_0_0_3,1.129146624,1.462140514,2.002353347,1.557113098,0.075276442,2.42E-09,0.007527644,3.83E-08,0,4.301483983,0.346271631,0.022582932,0.037638221,0.015055288,0.022582932,0.010028666,0.097859374,1.911646586,68.01606426,1.450673685,age_under_18
3420_2_0_0_0,0.843096146,1.489317,1.407669458,1.386294361,0.030110577,2.53E-09,0.007527644,3.11E-07,4.24E-09,2.722834877,0.150552883,0.007527644,0.007527644,0.075276442,0.007527644,0.005974917,0.097859374,3.574257426,55.74257426,1.142595885,age_over_60
3420_3_1_1_1,1.03128725,1.532816013,1.829217531,1.329661349,0.045165865,3.01E-09,0.015055288,5.47E-07,4.99E-09,4.624446405,0.391437496,0.067748797,0.007527644,0.097859374,0.022582932,0.008192193,0.195718748,2.67027027,60.31081081,1.432915292,age_over_60
3420_3_1_1_2,1.889438685,1.366219661,2.996002377,1.609437912,0.037638221,4.18E-09,0.007527644,9.82E-07,1.54E-09,3.983930088,0.398965141,0.007527644,0.007527644,0.105387018,0.015055288,0.005726695,0.135497595,2.206896552,67.97844828,1.48243021,age_over_60
3420_3_1_1_3_1,8.822398958,1.374704892,15.32628351,0.994353692,0.421548073,2.26E-09,0.843096146,2.39E-07,6.20E-09,4.442705371,2.258293249,0.09033173,0.27099519,0.602211533,0.301105766,0.036541887,1.264644219,3.396666667,60.49333333,1.21916472,age_over_60
3420_3_1_1_3_2,7.648086469,1.357460378,12.73677392,1.747868097,0.210774037,1.46E-09,0.511879803,4.57E-07,2.77E-08,4.526397563,3.282052855,0.120442307,0.210774037,0.81298557,0.72265384,0.034702389,1.866855752,3.71043771,56.67171717,1.189993568,age_over_60
3420_3_1_1_3_3,16.500596,1.272602696,26.76830264,1.124782095,0.873206723,8.71E-10,2.589509592,1.82E-08,8.60E-10,4.948600939,5.20912976,0.060221153,1.234533643,0.27099519,2.258293249,0.027972579,3.824043234,3.73857868,59.71319797,1.337452602,age_over_60
3420_3_1_1_3_0,14.60362967,1.336574835,23.81746613,0.980888573,1.746413446,4.38E-10,1.625971139,0,1.76E-09,5.2944923,3.703600928,0.120442307,1.053870183,0.09033173,1.686192292,0.027845807,2.950836512,3.733333333,64.74848485,1.096833656,age_over_60
3420_3_1_1_0,3.342274008,1.329000509,5.194074472,1.250854747,0.255939902,2.02E-09,0.316161055,2.66E-07,1.00E-08,4.683908334,0.865679079,0.037638221,0.188191104,0.075276442,0.263467546,0.008815322,0.564573312,3.49251497,64.50748503,1.144646367,age_over_60
3420_3_1_2_1,2.898143003,1.407413816,4.637028804,1.671595278,0.097859374,2.21E-09,0.240884613,3.12E-07,1.38E-08,4.801192202,0.414020429,0.022582932,0.022582932,0.097859374,0.09033173,0.008911446,0.233356969,2.332409972,53.58448753,1.320870087,age_over_60
3420_3_1_2_2,6.586688642,1.187573168,10.43331481,0.65025367,0.797930281,1.78E-09,0.910844944,1.19E-07,1.08E-08,5.268932051,1.257116575,0.060221153,0.338743987,0.173135816,0.398965141,0.009128793,0.971066097,2.269754768,59.72615804,1.379918866,age_over_60
3420_3_1_2_3_1,1.204423066,1.28282058,2.167961519,0.362210557,0.511879803,6.95E-10,0.240884613,0,3.07E-08,1.743500239,0.81298557,0.060221153,0,0.54199038,0,0.009788436,0.602211533,2.008196721,72.87021858,0.829054971,age_over_60
3420_3_1_2_3_2,1.565749986,1.209790841,2.770173052,0,0.09033173,1.26E-09,0.421548073,0,1.36E-07,1.655259192,0.63232211,0.060221153,0.030110577,0.45165865,0,0.016760959,0.54199038,2.053333333,72.208,0.816499138,age_over_60
3420_3_1_2_3_3,3.071278818,1.242698225,4.877913417,1.386294361,0.120442307,5.81E-10,0.602211533,6.18E-08,7.31E-09,2.836967324,0.45165865,0.09033173,0,0.210774037,0,0.018393476,0.301105766,2.096296296,71.0691358,1.134096633,age_over_60
3420_3_1_2_3_0,4.606918227,1.042001237,7.106096089,0,0.030110577,1.99E-09,0.81298557,6.65E-08,1.23E-08,2.364447798,0.692543263,0.030110577,0.09033173,0.391437496,0.030110577,0.02573871,0.54199038,2.427828349,73.67555267,0.971550353,age_over_60
3420_3_1_2_0,5.961894177,1.337306938,9.560108086,2.004997271,0.323688699,1.04E-09,0.496824515,6.96E-08,3.16E-08,4.654362251,1.144201913,0.052693509,0.233356969,0.45165865,0.173135816,0.008861384,0.910844944,2.860869565,60.5236715,1.384154596,age_over_60
3420_3_1_3_1_1,3.914374964,1.395805661,6.925432629,1.153012583,2.198072095,1.29E-09,0.210774037,2.02E-08,0,3.424855872,0.481769226,0.060221153,0.120442307,0.060221153,0.09033173,0.040411802,0.331216343,2.348894349,70.14496314,1.429103347,age_over_60
3420_3_1_3_1_2,4.576807651,0.998388482,7.106096089,1.039720771,0.120442307,2.25E-09,1.836745176,1.42E-08,1.40E-08,2.641732058,1.324865373,0.060221153,0.692543263,0.18066346,0.120442307,0.029799824,1.053870183,2.672913118,65.00851789,1.171746067,age_over_60
3420_3_1_3_1_3,7.045874936,1.038137645,10.77958644,1.459359412,0.54199038,2.29E-09,0.572100956,9.66E-09,5.89E-09,2.851981132,1.595860562,0.030110577,0.933427876,0.150552883,0.09033173,0.022401176,1.204423066,2.871101871,59.96049896,1.196696764,age_over_60
3420_3_1_3_1_0,7.196427819,0.988684869,10.99036048,1.32414447,2.980947088,2.29E-09,1.354975949,1.12E-08,4.98E-09,3.388941842,1.927076906,0.18066346,0.843096146,0.301105766,0.210774037,0.035320062,1.535639409,2.346649485,69.03092784,1.140126073,age_over_60
3420_3_1_3_2,3.184193481,1.279394352,5.020938656,1.076839448,0.504352159,1.26E-09,0.248412257,1.56E-07,3.78E-08,3.791732384,0.956010809,0.082804086,0.240884613,0.293578122,0.112914662,0.009542795,0.730181484,2.794808405,66.35970334,1.301881555,age_over_60
3420_3_1_3_3_1,3.161610548,1.184512832,4.968245147,0.198515243,1.204423066,8.33E-10,0.120442307,1.48E-07,4.72E-08,2.278818418,0.72265384,0,0.150552883,0.45165865,0.030110577,0.02189043,0.63232211,3.45,47.35,1.284041277,age_30_40
3420_3_1_3_3_2,5.329572067,1.215276747,8.220187425,0.867563228,0.18066346,1.65E-09,0.873206723,4.31E-07,2.10E-08,2.96482663,0.662432686,0,0,0.18066346,0.030110577,0.012348839,0.210774037,3.804878049,36.17073171,1.576695985,age_30_40
3420_3_1_3_3_3,2.228182672,1.453293314,3.824043234,0,0,1.58E-09,0.210774037,5.12E-07,1.84E-09,0.636514168,0.120442307,0,0,0.09033173,0,0,0.09033173,3.246753247,41.73376623,1.142188912,age_30_40
3420_3_1_3_3_0,1.234533643,1.383144203,2.198072095,1.098612289,0.09033173,1.30E-09,0,6.07E-07,2.32E-08,0.610864302,0.331216343,0.030110577,0,0.301105766,0,0.009172769,0.331216343,2.106382979,45.44680851,1.287607815,age_30_40
3420_3_1_3_0_1,2.499177862,1.353170092,4.245591308,1.054920168,0.150552883,8.91E-10,0.09033173,6.35E-09,4.25E-09,3.526456505,0.873206723,0.120442307,0.301105766,0.09033173,0.120442307,0.038029556,0.63232211,2.684587814,57.43548387,1.380772775,age_30_40
3420_3_1_3_0_2,4.546697074,1.27765811,7.136206666,1.039720771,0.120442307,1.49E-09,0.150552883,3.12E-07,3.07E-08,2.670339059,1.083980759,0.030110577,0.331216343,0.45165865,0.030110577,0.028286871,0.843096146,3.560185185,50.7662037,1.482868809,age_30_40
3420_3_1_3_0_3,4.275701884,1.213868932,6.56410571,0.968613271,2.589509592,6.44E-10,0,5.96E-08,5.69E-09,2.661840389,0.391437496,0.030110577,0.150552883,0.09033173,0.060221153,0.037357719,0.331216343,3.086330935,48.86330935,1.528324843,age_over_60
3420_3_1_3_0_0,4.637028804,1.291734539,7.437312432,0.947635107,1.686192292,2.87E-10,0,1.81E-08,0,4.024453946,0.752764416,0.060221153,0.150552883,0.030110577,0.36132692,0.031107661,0.602211533,3.376,49.508,1.437905532,age_over_60
3420_3_1_0_1_1,7.678197046,1.281271503,11.68290374,1.907283999,0.36132692,2.05E-11,0.572100956,7.39E-09,2.76E-08,4.140468799,2.167961519,0.150552883,0.572100956,0.240884613,0.54199038,0.037907648,1.505528832,3.667844523,70.62720848,0.949217379,age_over_60
